"","X","Ensayo","Estimulo","Respuesta","Correcto","Aciertos","Errores","Hits","ContadorH","Rechazos","ContadorR","Falsas.alarmas","ContadorF","Omisiones","ContadorM","Confidence","RTime1","RTime1b","RTime2","facilidad","num_circulos_externos","tam_circulos_externos","tamano_central","senal","color","tipo","choice","Exito","outcome","HR6","FR6","HR5","FR5","HR4","FR4","HR3","FR3","HR2","FR2","HR1","FR1"
"472",472,471,170,"n","True",362,110,"False",186,"True",176,"False",59,"False",51,2,2.537422895,1.036888838,0.40100503,"pocos",2,"over","3","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"473",473,472,145,"s","True",363,110,"True",187,"False",176,"False",59,"False",51,6,1.634808064,0.133819103,0.50170207,"pocos",3,"under","2_u3","senal","verde","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"474",474,473,476,"s","True",364,110,"True",188,"False",176,"False",59,"False",51,5,2.036042929,0.535667896,0.300745964,"muchos",8,"under","2_u3","senal","verde","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"475",475,474,54,"n","False",364,111,"False",188,"False",176,"False",59,"True",52,3,1.634974003,0.133930922,0.401243925,"pocos",3,"over","2_o3","senal","azul","4 AS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"476",476,475,212,"n","True",365,111,"False",188,"True",177,"False",59,"False",52,2,1.635833979,0.134973049,0.401083231,"pocos",3,"over","2.5","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"477",477,476,462,"s","True",366,111,"True",189,"False",177,"False",59,"False",52,6,1.634847879,0.133878946,0.100367069,"muchos",8,"under","2_u3","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"478",478,477,437,"s","True",367,111,"True",190,"False",177,"False",59,"False",52,6,1.635219097,0.134745121,0.30104804,"muchos",7,"under","2_u2","senal","purpura","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"479",479,478,366,"s","True",368,111,"True",191,"False",177,"False",59,"False",52,4,1.634943962,0.133997917,0.701840878,"muchos",8,"over","2_o3","senal","verde","3 BS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"480",480,479,299,"n","True",369,111,"False",191,"True",178,"False",59,"False",52,1,1.635382175,0.13416791,0.2005651,"pocos",3,"over","1","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"481",481,480,448,"n","False",369,112,"False",191,"False",178,"False",59,"True",53,3,1.63499403,0.134115934,0.300820827,"muchos",8,"under","2_u3","senal","purpura","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"482",482,481,10,"s","True",370,112,"True",192,"False",178,"False",59,"False",53,5,1.635340929,0.134477139,0.8020432,"pocos",2,"over","2_o2","senal","guinda","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"483",483,482,395,"s","True",371,112,"True",193,"False",178,"False",59,"False",53,4,1.634931087,0.134169817,0.501378059,"muchos",8,"over","2_o3","senal","verde","3 BS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"484",484,483,99,"s","True",372,112,"True",194,"False",178,"False",59,"False",53,5,1.635166168,0.134266138,0.401015997,"pocos",2,"under","2_u2","senal","guinda","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"485",485,484,7,"n","False",372,113,"False",194,"False",178,"False",59,"True",54,3,1.634572029,0.134146929,0.701950073,"pocos",2,"over","2_o2","senal","purpura","4 AS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"486",486,485,294,"n","True",373,113,"False",194,"True",179,"False",59,"False",54,1,1.63491106,0.13397789,0.400958061,"pocos",3,"over","1","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"487",487,486,279,"n","True",374,113,"False",194,"True",180,"False",59,"False",54,1,1.63537097,0.134284019,0.802203894,"pocos",3,"under","1.5","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"488",488,487,402,"s","True",375,113,"True",195,"False",180,"False",59,"False",54,5,1.63489604,0.133931875,0.101779938,"muchos",7,"under","2_u2","senal","naranja","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"489",489,488,167,"s","False",375,114,"False",195,"False",180,"True",60,"False",54,4,1.634771109,0.134390116,0.601647854,"pocos",2,"over","3","ruido","purpura","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"490",490,489,18,"n","False",375,115,"False",195,"False",180,"False",60,"True",55,2,1.634910107,0.133822203,0.501363039,"pocos",2,"over","2_o2","senal","purpura","4 AS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"491",491,490,298,"n","True",376,115,"False",195,"True",181,"False",60,"False",55,1,1.63523984,0.134160995,0.300894022,"pocos",3,"over","1","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"492",492,491,274,"n","True",377,115,"False",195,"True",182,"False",60,"False",55,2,2.035752058,0.534898996,0.201023102,"pocos",3,"under","1.5","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"493",493,492,371,"s","True",378,115,"True",196,"False",182,"False",60,"False",55,6,1.635414124,0.135008097,0.401021004,"muchos",8,"over","2_o3","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"494",494,493,73,"s","True",379,115,"True",197,"False",182,"False",60,"False",55,6,1.634958029,0.134032011,0.200587034,"pocos",3,"over","2_o3","senal","azul","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"495",495,494,500,"n","True",380,115,"False",197,"True",183,"False",60,"False",55,3,1.635278225,0.134451151,0.300796986,"muchos",8,"over","3","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"496",496,495,183,"n","True",381,115,"False",197,"True",184,"False",60,"False",55,3,1.634870052,0.1339221,0.300812006,"pocos",2,"under","3","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"497",497,496,207,"n","True",382,115,"False",197,"True",185,"False",60,"False",55,3,1.635224104,0.134330988,0.300755978,"pocos",2,"over","2.5","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"498",498,497,131,"s","True",383,115,"True",198,"False",185,"False",60,"False",55,5,1.635421038,0.134479046,0.101713181,"pocos",3,"under","2_u3","senal","naranja","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"499",499,498,266,"s","False",383,116,"False",198,"False",185,"True",61,"False",55,4,1.635203838,0.134060144,1.403320074,"pocos",2,"under","1.5","ruido","verde","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"500",500,499,504,"n","True",384,116,"False",198,"True",186,"False",61,"False",55,3,1.634818077,0.133955956,0.100318909,"muchos",7,"under","3","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"501",501,500,101,"n","False",384,117,"False",198,"False",186,"False",61,"True",56,3,1.635164976,0.134366035,1.102849007,"pocos",2,"under","2_u2","senal","naranja","4 AS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"502",502,501,134,"s","True",385,117,"True",199,"False",186,"False",61,"False",56,6,1.635384083,0.134482861,0.300709963,"pocos",3,"under","2_u3","senal","azul","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"503",503,502,171,"n","True",386,117,"False",199,"True",187,"False",61,"False",56,3,1.635189056,0.134087086,1.704778194,"pocos",3,"over","3","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"504",504,503,106,"s","True",387,117,"True",200,"False",187,"False",61,"False",56,6,1.634858131,0.133849144,0.100392103,"pocos",2,"under","2_u2","senal","verde","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"505",505,504,81,"s","True",388,117,"True",201,"False",187,"False",61,"False",56,6,1.635213137,0.134380102,0.902492046,"pocos",2,"under","2_u2","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"506",506,505,278,"n","True",389,117,"False",201,"True",188,"False",61,"False",56,2,1.635462046,0.134427071,0.902194977,"pocos",3,"under","1.5","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"507",507,506,405,"n","False",389,118,"False",201,"False",188,"False",61,"True",57,2,1.634867907,0.134007931,0.40109396,"muchos",7,"under","2_u2","senal","verde","3 BS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"508",508,507,14,"s","True",390,118,"True",202,"False",188,"False",61,"False",57,6,1.935994148,0.434996128,0.200523138,"pocos",2,"over","2_o2","senal","azul","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"509",509,508,596,"n","True",391,118,"False",202,"True",189,"False",61,"False",57,3,1.634868145,0.134073973,0.400997162,"muchos",8,"under","1.5","ruido","verde","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"510",510,509,548,"s","False",391,119,"False",202,"False",189,"True",62,"False",57,6,2.137070894,0.636033058,0.301290035,"muchos",7,"under","2.5","ruido","purpura","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"511",511,510,132,"n","False",391,120,"False",202,"False",189,"False",62,"True",58,3,1.634768963,0.134027004,1.002620935,"pocos",3,"under","2_u3","senal","naranja","4 AS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"512",512,511,236,"s","False",391,121,"False",202,"False",189,"True",63,"False",58,5,1.634864092,0.133867979,0.200700045,"pocos",3,"under","2.5","ruido","verde","1 AN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"513",513,512,92,"s","True",392,121,"True",203,"False",189,"False",63,"False",58,6,1.735450983,0.234602928,0.20061183,"pocos",2,"under","2_u2","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"514",514,513,311,"n","True",393,121,"False",203,"True",190,"False",63,"False",58,2,1.635365009,0.134447098,0.300919771,"pocos",3,"under","1","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"515",515,514,322,"s","True",394,121,"True",204,"False",190,"False",63,"False",58,5,1.635186911,0.13436389,0.802106142,"muchos",7,"over","2_o2","senal","naranja","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"516",516,515,613,"n","True",395,121,"False",204,"True",191,"False",63,"False",58,2,1.634801149,0.133835077,0.40109992,"muchos",8,"over","1","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"517",517,516,237,"n","True",396,121,"False",204,"True",192,"False",63,"False",58,3,2.837656021,1.337302923,0.400961161,"pocos",3,"under","2.5","ruido","purpura","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"518",518,517,374,"s","True",397,121,"True",205,"False",192,"False",63,"False",58,5,1.634833813,0.133885145,1.102665901,"muchos",8,"over","2_o3","senal","azul","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"519",519,518,583,"n","True",398,121,"False",205,"True",193,"False",63,"False",58,3,1.634942055,0.134074926,0.40089798,"muchos",7,"under","1.5","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"520",520,519,620,"n","True",399,121,"False",205,"True",194,"False",63,"False",58,1,1.635206938,0.13442111,2.005007982,"muchos",8,"over","1","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"521",521,520,573,"n","True",400,121,"False",205,"True",195,"False",63,"False",58,1,2.437127113,0.936501026,0.501430988,"muchos",8,"over","1.5","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"522",522,521,481,"n","True",401,121,"False",205,"True",196,"False",63,"False",58,2,2.136248112,0.63538599,0.300747156,"muchos",7,"over","3","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"523",523,522,205,"n","True",402,121,"False",205,"True",197,"False",63,"False",58,2,1.63497901,0.133955956,0.601662874,"pocos",2,"over","2.5","ruido","verde","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"524",524,523,375,"s","True",403,121,"True",206,"False",197,"False",63,"False",58,6,1.635266066,0.134324074,2.205359936,"muchos",8,"over","2_o3","senal","verde","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"525",525,524,189,"n","True",404,121,"False",206,"True",198,"False",63,"False",58,2,1.735225916,0.234782934,0.300770998,"pocos",2,"under","3","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"526",526,525,565,"s","False",404,122,"False",206,"False",198,"True",64,"False",58,6,1.634764194,0.134271145,1.103999138,"muchos",7,"over","1.5","ruido","verde","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"527",527,526,369,"s","True",405,122,"True",207,"False",198,"False",64,"False",58,6,1.634883881,0.134103775,0.501206875,"muchos",8,"over","2_o3","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"528",528,527,341,"s","True",406,122,"True",208,"False",198,"False",64,"False",58,6,1.635793924,0.134869099,0.601675987,"muchos",7,"over","2_o2","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"529",529,528,585,"n","True",407,122,"False",208,"True",199,"False",64,"False",58,2,1.634947062,0.134579897,1.203080893,"muchos",7,"under","1.5","ruido","verde","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"530",530,529,204,"n","True",408,122,"False",208,"True",200,"False",64,"False",58,2,1.634954929,0.134008169,0.601439953,"pocos",2,"over","2.5","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"531",531,530,571,"s","False",408,123,"False",208,"False",200,"True",65,"False",58,5,1.735523224,0.234551191,0.40092206,"muchos",8,"over","1.5","ruido","naranja","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"532",532,531,408,"s","True",409,123,"True",209,"False",200,"False",65,"False",58,6,1.635451078,0.134640932,0.20053196,"muchos",7,"under","2_u2","senal","purpura","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"533",533,532,34,"s","True",410,123,"True",210,"False",200,"False",65,"False",58,6,1.635221004,0.13421011,0.300814867,"pocos",2,"over","2_o2","senal","azul","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"534",534,533,314,"n","True",411,123,"False",210,"True",201,"False",65,"False",58,1,1.634849787,0.133799791,0.300924063,"pocos",3,"under","1","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"535",535,534,104,"s","True",412,123,"True",211,"False",201,"False",65,"False",58,5,1.835847139,0.334947109,0.300966024,"pocos",2,"under","2_u2","senal","azul","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"536",536,535,192,"n","True",413,123,"False",211,"True",202,"False",65,"False",58,3,1.634927988,0.133877993,0.101745844,"pocos",3,"under","3","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"537",537,536,351,"s","True",414,123,"True",212,"False",202,"False",65,"False",58,6,1.634780884,0.134300947,0.100393057,"muchos",7,"over","2_o2","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"538",538,537,537,"n","True",415,123,"False",212,"True",203,"False",65,"False",58,2,1.835438013,0.334513187,0.201144218,"muchos",8,"over","2.5","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"539",539,538,396,"s","True",416,123,"True",213,"False",203,"False",65,"False",58,6,1.835690975,0.33494997,0.601480961,"muchos",8,"over","2_o3","senal","verde","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"540",540,539,15,"s","True",417,123,"True",214,"False",203,"False",65,"False",58,5,1.634959221,0.133942127,1.20313096,"pocos",2,"over","2_o2","senal","verde","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"541",541,540,508,"s","False",417,124,"False",214,"False",203,"True",66,"False",58,5,1.634967089,0.133712053,0.802335024,"muchos",7,"under","3","ruido","purpura","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"542",542,541,338,"s","True",418,124,"True",215,"False",203,"False",66,"False",58,6,1.634825945,0.134255886,0.501337051,"muchos",7,"over","2_o2","senal","purpura","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"543",543,542,572,"n","True",419,124,"False",215,"True",204,"False",66,"False",58,3,1.634861946,0.133980989,0.200639963,"muchos",8,"over","1.5","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"544",544,543,8,"s","True",420,124,"True",216,"False",204,"False",66,"False",58,6,1.635397196,0.134355068,0.100378036,"pocos",2,"over","2_o2","senal","purpura","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"545",545,544,55,"s","True",421,124,"True",217,"False",204,"False",66,"False",58,6,1.635596991,0.134613037,0.60153389,"pocos",3,"over","2_o3","senal","verde","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"546",546,545,564,"n","True",422,124,"False",217,"True",205,"False",66,"False",58,2,1.635383844,0.134344101,0.100301027,"muchos",7,"over","1.5","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"547",547,546,539,"s","False",422,125,"False",217,"False",205,"True",67,"False",58,6,1.634799004,0.133946896,0.200653076,"muchos",8,"over","2.5","ruido","guinda","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"548",548,547,346,"s","True",423,125,"True",218,"False",205,"False",67,"False",58,6,1.635249138,0.134613991,0.90220809,"muchos",7,"over","2_o2","senal","verde","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"549",549,548,544,"s","False",423,126,"False",218,"False",205,"True",68,"False",58,5,1.635244846,0.134447098,0.802060843,"muchos",7,"under","2.5","ruido","azul","2 BN",1,0,1,"0","0","0","1","0","1","0","1","0","1","0","1"
"550",550,549,579,"n","True",424,126,"False",218,"True",206,"False",68,"False",58,3,1.634891987,0.133964062,0.501442909,"muchos",8,"over","1.5","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"551",551,550,335,"n","False",424,127,"False",218,"False",206,"False",68,"True",59,2,1.731353998,0.230165005,0.60165,"muchos",7,"over","2_o2","senal","verde","3 BS",0,0,2,"0","0","0","0","0","0","0","0","1","0","1","0"
"552",552,551,161,"n","True",425,127,"False",218,"True",207,"False",68,"False",59,1,1.63488698,0.13427496,0.300684929,"pocos",2,"over","3","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"553",553,552,373,"s","True",426,127,"True",219,"False",207,"False",68,"False",59,4,1.635393143,0.134518147,0.701818943,"muchos",8,"over","2_o3","senal","azul","3 BS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
"554",554,553,623,"n","True",427,127,"False",219,"True",208,"False",68,"False",59,1,1.634122133,0.132966042,0.501349926,"muchos",7,"under","1","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"555",555,554,492,"n","True",428,127,"False",219,"True",209,"False",68,"False",59,3,1.634891033,0.134065866,0.301280022,"muchos",8,"over","3","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"556",556,555,472,"s","True",429,127,"True",220,"False",209,"False",68,"False",59,5,1.635198116,0.134149075,0.701678038,"muchos",8,"under","2_u3","senal","naranja","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"557",557,556,343,"s","True",430,127,"True",221,"False",209,"False",68,"False",59,6,1.635385036,0.134487152,0.601439953,"muchos",7,"over","2_o2","senal","azul","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"558",558,557,568,"n","True",431,127,"False",221,"True",210,"False",68,"False",59,2,1.634840965,0.133783102,0.40120101,"muchos",7,"over","1.5","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"559",559,558,452,"s","True",432,127,"True",222,"False",210,"False",68,"False",59,6,1.634874821,0.133980036,0.200688839,"muchos",8,"under","2_u3","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"560",560,559,281,"n","True",433,127,"False",222,"True",211,"False",68,"False",59,1,1.735433102,0.234415054,0.701793909,"pocos",2,NA,"1","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"561",561,560,420,"s","True",434,127,"True",223,"False",211,"False",68,"False",59,5,1.636903048,0.136289835,0.801986933,"muchos",7,"under","2_u2","senal","guinda","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"562",562,561,280,"s","False",434,128,"False",223,"False",211,"True",69,"False",59,6,1.633546114,0.133392096,0.802036047,"pocos",3,"under","1.5","ruido","guinda","1 AN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"563",563,562,211,"n","True",435,128,"False",223,"True",212,"False",69,"False",59,1,2.637268066,1.136795044,0.601570129,"pocos",3,"over","2.5","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"564",564,563,66,"s","True",436,128,"True",224,"False",212,"False",69,"False",59,6,1.734910011,0.234166861,0.401482105,"pocos",3,"over","2_o3","senal","verde","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"565",565,564,546,"s","False",436,129,"False",224,"False",212,"True",70,"False",59,6,1.633979082,0.132812977,0.401077032,"muchos",7,"under","2.5","ruido","verde","2 BN",1,0,1,"0","1","0","1","0","1","0","1","0","1","0","1"
"566",566,565,1,"s","True",437,129,"True",225,"False",212,"False",70,"False",59,6,1.634906054,0.133976936,0.401247978,"pocos",2,"over","2_o2","senal","naranja","4 AS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"567",567,566,617,"n","True",438,129,"False",225,"True",213,"False",70,"False",59,2,1.8358078,0.33497715,0.501449108,"muchos",8,"over","1","ruido","purpura","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"568",568,567,312,"n","True",439,129,"False",225,"True",214,"False",70,"False",59,1,1.634909868,0.134151936,0.401200056,"pocos",3,"under","1","ruido","naranja","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"569",569,568,391,"s","True",440,129,"True",226,"False",214,"False",70,"False",59,6,1.635265112,0.134257078,0.401057005,"muchos",8,"over","2_o3","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"570",570,569,114,"s","True",441,129,"True",227,"False",214,"False",70,"False",59,5,1.634883881,0.13361311,0.802061081,"pocos",2,"under","2_u2","senal","azul","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"571",571,570,339,"s","True",442,129,"True",228,"False",214,"False",70,"False",59,6,1.735121965,0.234129906,0.30119586,"muchos",7,"over","2_o2","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"572",572,571,515,"n","True",443,129,"False",228,"True",215,"False",70,"False",59,2,1.835630894,0.334862947,0.401435137,"muchos",8,"under","3","ruido","verde","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"573",573,572,442,"s","True",444,129,"True",229,"False",215,"False",70,"False",59,6,1.635324001,0.134310007,0.10182786,"muchos",8,"under","2_u3","senal","naranja","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"574",574,573,185,"s","False",444,130,"False",229,"False",215,"True",71,"False",59,4,1.635176182,0.134734154,0.20106101,"pocos",2,"under","3","ruido","verde","1 AN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"575",575,574,474,"s","True",445,130,"True",230,"False",215,"False",71,"False",59,5,1.635083914,0.134195805,1.403802872,"muchos",8,"under","2_u3","senal","azul","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"576",576,575,380,"s","True",446,130,"True",231,"False",215,"False",71,"False",59,6,1.634816885,0.133670092,1.302983046,"muchos",8,"over","2_o3","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"577",577,576,540,"n","True",447,130,"False",231,"True",216,"False",71,"False",59,3,1.634958029,0.133987188,0.501346111,"muchos",8,"over","2.5","ruido","guinda","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"578",578,577,284,"n","True",448,130,"False",231,"True",217,"False",71,"False",59,1,1.635175943,0.134030104,0.50139308,"pocos",2,"over","1","ruido","azul","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"579",579,578,415,"s","True",449,130,"True",232,"False",217,"False",71,"False",59,6,1.634848833,0.133651972,0.40103507,"muchos",7,"under","2_u2","senal","verde","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"580",580,579,633,"n","True",450,130,"False",232,"True",218,"False",71,"False",59,2,3.841156006,2.340269089,0.601655006,"muchos",8,"under","1","ruido","azul","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"581",581,580,410,"s","True",451,130,"True",233,"False",218,"False",71,"False",59,6,1.634923935,0.133061886,1.303419828,"muchos",7,"under","2_u2","senal","guinda","3 BS",1,1,4,"1","0","1","0","1","0","1","0","1","0","1","0"
"582",582,581,127,"s","True",452,130,"True",234,"False",218,"False",71,"False",59,5,1.735211849,0.234180927,0.301178932,"pocos",3,"under","2_u3","senal","purpura","4 AS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"583",583,582,606,"n","True",453,130,"False",234,"True",219,"False",71,"False",59,3,1.633349895,0.132277012,1.704537869,"muchos",7,"over","1","ruido","verde","2 BN",0,1,3,"0","0","0","0","0","0","0","1","0","1","0","1"
"584",584,583,398,"n","False",453,131,"False",234,"False",219,"False",71,"True",60,3,1.634989023,0.134137154,0.501410961,"muchos",8,"over","2_o3","senal","purpura","3 BS",0,0,2,"0","0","0","0","0","0","1","0","1","0","1","0"
"585",585,584,417,"s","True",454,131,"True",235,"False",219,"False",71,"False",60,5,1.634891987,0.133755922,0.601468086,"muchos",7,"under","2_u2","senal","purpura","3 BS",1,1,4,"0","0","1","0","1","0","1","0","1","0","1","0"
"586",586,585,524,"s","False",454,132,"False",235,"False",219,"True",72,"False",60,4,1.634931087,0.134158134,1.704365969,"muchos",7,"over","2.5","ruido","azul","2 BN",1,0,1,"0","0","0","0","0","1","0","1","0","1","0","1"
"587",587,586,190,"n","True",455,132,"False",235,"True",220,"False",72,"False",60,1,1.634872913,0.133841991,0.401117086,"pocos",2,"under","3","ruido","guinda","1 AN",0,1,3,"0","0","0","0","0","0","0","0","0","0","0","1"
"588",588,587,491,"n","True",456,132,"False",235,"True",221,"False",72,"False",60,2,1.634927034,0.13380599,1.303263903,"muchos",8,"over","3","ruido","naranja","2 BN",0,1,3,"0","0","0","0","0","0","0","0","0","1","0","1"
"589",589,588,458,"s","True",457,132,"True",236,"False",221,"False",72,"False",60,4,1.634916067,0.133851051,0.401063919,"muchos",8,"under","2_u3","senal","purpura","3 BS",1,1,4,"0","0","0","0","1","0","1","0","1","0","1","0"
